,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
61,sale,75,MA,1586616127,64,34.04,-6.82,69.8,11.41
62,san quintin,61,ML,1586616127,17,13.3,-4.9,102.47,5.66
63,sitka,20,US,1586616127,80,57.05,-135.33,30.2,4.7
64,fairbanks,20,US,1586616128,92,64.84,-147.72,21.99,4.7
65,lubango,21,AO,1586616128,44,-14.92,13.49,71.6,1.74
66,bambous virieux,40,MU,1586616128,78,-20.26,57.41,80.01,14.99
67,punta arenas,0,PH,1586616128,76,8.99,125.34,75.43,3.6
68,pisco,90,PE,1586616129,30,-13.7,-76.22,73.0,1.12
69,santa maria,6,PH,1586615871,77,17.49,120.43,77.76,1.97
70,barrow,1,US,1586616104,82,71.29,-156.79,-20.2,11.41
71,hithadhoo,92,MV,1586616123,67,-0.6,73.08,85.15,8.48
72,provideniya,100,RU,1586615837,96,64.38,-173.3,24.85,3.96
73,kuusamo,42,FI,1586616130,86,65.97,29.18,32.0,12.75
74,port hawkesbury,77,CD,1586616130,55,-7.03,29.76,78.48,7.74
75,esperance,62,AU,1586616130,64,-33.87,121.9,69.8,12.75
76,saskylakh,90,RU,1586616130,94,71.92,114.08,13.53,15.1
77,bluff,100,NZ,1586615806,70,-46.6,168.33,54.0,1.99
78,warrnambool,40,AU,1586616131,88,-38.38,142.48,53.01,16.35
79,banda aceh,0,IN,1586616131,13,25.48,80.33,93.47,2.84
80,poum,20,NC,1586616131,71,-20.23,164.02,77.77,11.3
81,murgab,90,TM,1586616116,73,37.5,61.97,71.6,6.93
82,grand river south east,1,US,1586615914,33,38.88,-109.5,52.0,3.15
83,ahipara,57,NZ,1586616132,76,-35.17,173.17,62.4,9.01
84,valley city,90,US,1586616132,74,45.13,-116.13,35.6,3.36
85,bilma,99,NE,1586616132,8,18.69,12.92,97.12,12.5
86,sonoita,50,MX,1586616133,84,31.85,-112.83,52.0,5.32
87,yulara,79,AU,1586616133,22,-25.24,130.99,64.4,5.08
88,avarua,87,CK,1586616124,100,-21.21,-159.78,78.8,1.12
89,nikolskoye,20,RU,1586616105,69,59.7,30.79,39.2,17.9
90,ust-tarka,1,RU,1586616133,86,55.57,75.7,40.51,7.05
91,skibbereen,20,IE,1586616134,72,51.55,-9.27,64.4,9.17
92,nanortalik,90,GL,1586616118,68,60.14,-45.24,39.49,16.24
93,grand gaube,1,US,1586615914,33,38.88,-109.5,52.0,3.15
94,tuatapere,100,NZ,1586616124,70,-46.13,167.68,54.0,3.0
95,lima,90,PE,1586616046,83,-12.04,-77.03,71.6,8.05
96,vagur,99,FO,1586616110,92,61.47,-6.81,45.48,18.86
97,mareeba,75,AU,1586616135,88,-17.0,145.43,75.2,1.01
98,chuy,8,UY,1586615834,57,-33.7,-53.46,70.43,4.09
99,new norfolk,75,LR,1586615899,66,6.65,-10.59,89.6,6.93
100,kulhudhuffushi,0,MV,1586616125,66,6.62,73.07,86.07,7.72
101,iqaluit,90,CA,1586616135,79,63.75,-68.51,19.4,3.67
102,ribeira grande,75,ES,1586616136,87,42.75,-8.44,60.01,2.24
103,longyearbyen,20,SJ,1586616108,64,78.22,15.64,-0.4,4.7
104,puerto carreno,20,ES,1586616136,56,36.59,-6.23,73.4,13.87
105,desaguadero,0,PE,1586616136,12,-16.57,-69.04,51.39,1.61
106,thompson,90,CA,1586616108,72,55.74,-97.86,17.6,6.93
107,nizhniy tsasuchey,50,RU,1586616137,33,45.39,39.24,60.01,13.42
108,cabo san lucas,40,BR,1586616137,66,-8.28,-35.03,89.6,6.93
109,karaton,20,ID,1586616137,74,-6.34,106.1,84.2,2.24
110,caruray,0,PH,1586616138,76,10.31,119.01,80.2,4.41
111,jamiltepec,4,MX,1586616138,33,16.28,-97.82,85.51,4.05
112,kaitangata,73,NZ,1586615909,96,-46.28,169.85,50.0,3.0
113,shanghai,75,CN,1586616052,81,31.22,121.46,48.99,11.18
114,saint-philippe,82,RE,1586616062,69,-21.36,55.77,78.8,21.92
115,oktyabrskoye,95,RU,1586616139,38,43.06,44.74,59.0,13.42
116,port elizabeth,77,CD,1586616130,55,-7.03,29.76,78.48,7.74
117,klaksvik,100,FO,1586616139,100,62.23,-6.59,44.6,17.22
118,pouembout,59,NC,1586616139,78,-21.13,164.9,71.47,5.01
119,cayenne,75,GF,1586616139,66,4.93,-52.33,86.0,12.75
120,atar,0,MR,1586616131,9,20.52,-13.05,100.11,7.65
121,sao joao da barra,21,IN,1586616140,12,20.51,76.21,91.04,0.74
122,samarai,73,PG,1586616140,72,-10.62,150.67,78.75,4.25
123,georgetown,20,MY,1586615896,79,5.41,100.34,86.0,6.93
124,champerico,20,GT,1586616140,74,14.3,-91.92,82.4,2.13
125,barcelos,40,PT,1586616141,82,41.54,-8.62,66.99,8.05
126,avera,1,US,1586615943,42,33.19,-82.53,62.01,6.93
127,sur,0,OM,1586616122,53,22.57,59.53,84.16,11.99
128,clyde river,75,US,1586616076,56,41.3,-82.98,46.0,8.05
129,cabugao,57,PH,1586616141,79,17.79,120.46,78.15,1.79
130,volzhskiy,75,RU,1586616142,93,48.79,44.78,39.0,20.13
131,faya,40,SA,1586616142,64,18.39,42.45,73.4,12.75
132,lompoc,90,US,1586616076,93,34.64,-120.46,54.0,3.36
133,sola,22,VU,1586616142,75,-13.88,167.55,80.37,13.02
134,jay,90,US,1586616026,59,44.5,-70.22,41.0,17.22
135,mon,1,IN,1586616143,35,26.75,95.1,69.94,2.68
136,tandil,75,AR,1586616010,93,-37.32,-59.13,66.99,14.99
137,ewa beach,2,ID,1586616143,73,-8.62,122.51,76.84,5.39
138,buraydah,75,SA,1586616114,26,26.33,43.98,82.4,5.82
139,necochea,10,AR,1586616073,76,-38.55,-58.74,71.01,14.0
140,nusaybin,88,TR,1586616144,58,37.08,41.22,60.71,3.98
141,east london,90,IS,1586616144,100,65.0,-15.0,33.8,18.34
142,vanimo,48,PG,1586616145,83,-2.67,141.3,80.11,1.57
143,cabinda,67,AO,1586616145,73,-5.55,12.2,84.97,5.61
144,sydney,0,AU,1586615564,41,-33.87,151.21,61.0,14.99
145,puerto ayora,20,ES,1586616136,56,36.59,-6.23,73.4,13.87
146,kavieng,97,PG,1586616145,76,-2.57,150.8,82.87,5.23
147,stokmarknes,97,NO,1586616146,81,68.56,14.91,35.01,10.0
148,okha,97,RU,1586616146,95,53.57,142.95,32.9,11.12
149,vao,21,NC,1586615893,78,-22.67,167.48,75.27,15.66
150,qaanaaq,70,GL,1586616108,78,77.48,-69.36,11.19,6.06
151,nacala,34,MZ,1586616146,83,-14.54,40.67,78.87,12.28
152,ishinomaki,15,JP,1586616147,70,38.42,141.3,43.68,4.83
153,hami,100,CN,1586616147,16,42.8,93.45,63.81,7.09
154,coahuayana,5,MX,1586616147,39,18.73,-103.68,78.8,3.0
155,asino,0,RU,1586616148,90,57.0,86.15,32.85,5.7
156,dhola,13,IN,1586616148,18,21.88,71.78,94.5,8.32
157,tateyama,75,JP,1586615872,62,34.98,139.87,55.4,12.75
158,carnarvon,58,AU,1586616111,83,-24.87,113.63,78.8,12.75
159,kintinku,71,TZ,1586616148,58,-5.88,35.23,77.22,4.59
160,arman,100,RU,1586616149,92,59.7,150.17,19.62,7.34
161,dwarka,13,IN,1586616149,70,22.24,68.97,81.14,14.61
162,tasiilaq,40,GL,1586616134,68,65.61,-37.64,30.2,26.4
163,nabire,100,ID,1586616149,86,-3.37,135.48,78.76,0.36
164,monrovia,75,LR,1586616150,66,6.3,-10.8,89.6,6.93
165,tupik,14,RU,1586616150,77,54.43,119.93,30.07,3.2
166,rocha,0,UY,1586616150,51,-34.48,-54.33,71.83,3.8
167,caravelas,32,BR,1586616141,80,-17.71,-39.25,81.25,10.56
168,ketchikan,1,US,1586616151,84,55.34,-131.65,39.2,5.82
169,narsaq,75,GL,1586616151,34,60.92,-46.05,48.2,3.36
170,swift current,40,US,1586616151,60,45.27,-95.67,45.0,7.81
171,cabedelo,40,BR,1586616151,59,-6.98,-34.83,89.6,9.17
172,kemin,100,KG,1586616152,28,42.78,75.69,54.16,3.94
173,chapeco,0,BR,1586616152,38,-27.1,-52.62,81.0,2.1
174,pacific grove,1,US,1586616152,35,38.48,-90.74,57.99,9.17
175,gat,40,IL,1586616152,68,31.61,34.76,66.99,11.41
176,sorland,100,NO,1586616153,79,67.67,12.69,35.15,10.04
177,tallahassee,75,US,1586616153,34,30.44,-84.28,62.01,5.82
178,xichang,43,CN,1586615944,43,27.9,102.26,55.04,5.26
179,laizhou,0,CN,1586616153,51,37.18,119.93,47.23,3.33
180,lazaro cardenas,54,DO,1586616153,64,19.46,-71.33,87.01,3.0
181,chase,20,CA,1586616154,41,50.82,-119.69,39.2,27.51
182,mahebourg,40,MU,1586616118,78,-20.41,57.7,80.01,14.99
183,turukhansk,99,RU,1586616154,91,65.82,87.98,34.03,15.19
184,paita,96,PE,1586616154,100,-5.09,-81.11,62.6,9.17
185,gushikawa,20,JP,1586616154,88,26.35,127.87,68.0,13.87
186,padang,100,ID,1586616117,75,-0.95,100.35,80.53,3.38
187,sung noen,0,IN,1586616155,21,30.29,79.47,54.99,6.24
188,marabba,63,SD,1586616155,9,12.35,32.18,103.15,12.68
189,dudinka,90,RU,1586616155,100,69.41,86.18,24.8,33.55
190,bastia,0,FR,1586616102,52,42.67,9.33,69.8,9.17
191,mount gambier,75,GB,1586616156,59,53.66,-1.85,73.0,8.05
192,garowe,0,SO,1586616156,23,8.41,48.48,92.25,7.92
193,novelda,44,ES,1586616156,52,38.38,-0.77,70.0,9.17
194,yerbogachen,31,RU,1586616156,93,61.28,108.01,28.17,7.29
195,arraial do cabo,38,BR,1586616157,49,-22.84,-46.65,73.99,10.29
196,meulaboh,61,ID,1586616157,78,4.14,96.13,81.64,2.21
197,bethel,20,US,1586616117,38,41.37,-73.41,46.99,16.11
198,vila velha,75,PT,1586616157,87,42.03,-8.16,66.99,2.24
199,aitape,61,PG,1586616158,83,-3.14,142.35,79.68,2.04
200,kenai,1,US,1586616158,67,60.55,-151.26,28.0,6.93
201,singur,40,IN,1586616159,70,22.81,88.23,86.0,13.87
202,belaya gora,39,UA,1586616159,38,49.03,25.77,53.98,11.86
203,acajutiba,48,BR,1586616159,50,-11.66,-38.02,89.02,5.95
204,dera din panah,61,ET,1586616159,29,8.33,39.32,78.03,16.13
205,mehriz,90,IR,1586616159,33,31.59,54.43,75.2,16.11
206,qixia,0,CN,1586616160,56,37.3,120.83,50.0,3.33
207,lander,1,US,1586616160,56,42.83,-108.73,48.99,3.36
208,ucluelet,40,CA,1586616104,100,48.93,-125.55,45.0,2.24
209,shache,37,CN,1586616160,14,38.42,77.24,66.06,7.36
210,husavik,90,IS,1586616133,93,66.04,-17.34,35.6,6.93
211,wuwei,37,CN,1586616161,14,37.93,102.64,50.0,1.01
212,laguna,1,US,1586616161,93,38.42,-121.42,52.0,5.82
213,nioaque,0,BR,1586616161,35,-21.14,-55.83,88.34,0.63
214,nyimba,96,ZM,1586616162,53,-14.56,30.81,78.35,1.92
215,zadonsk,20,RU,1586616162,45,52.39,38.93,42.8,15.66
216,newport,63,GB,1586616003,27,51.59,-3.0,75.2,6.93
217,tocopilla,32,CL,1586616162,32,-22.09,-70.2,80.87,4.92
218,lanzhot,15,CZ,1586616163,27,48.72,16.97,68.0,4.7
219,norman wells,90,US,1586615885,71,35.22,-97.44,63.0,17.22
220,barbosa ferraz,100,CO,1586616163,39,5.93,-73.62,76.19,1.79
221,kailua,90,US,1586616163,65,21.4,-157.74,77.0,3.36
222,nenjiang,32,CN,1586616164,47,49.18,125.22,46.78,5.06
223,imbituba,1,BR,1586616145,60,-28.24,-48.67,73.4,3.36
224,darhan,0,MN,1586616164,29,49.49,105.92,51.91,7.67
225,pevek,100,RU,1586616122,94,69.7,170.31,6.35,12.48
226,teya,1,RU,1586615930,94,60.38,92.63,27.07,3.67
227,belmonte,40,BR,1586616165,74,-15.86,-38.88,82.4,5.82
228,osoyoos,40,CA,1586616147,28,49.03,-119.45,46.4,19.46
229,ilulissat,75,GL,1586616127,44,69.22,-51.1,37.4,12.75
230,tete,40,MZ,1586616165,43,-16.16,33.59,87.8,10.29
231,rivera,0,UY,1586616165,47,-30.91,-55.55,70.23,6.91
232,anadyr,0,RU,1586616165,84,64.75,177.48,1.4,13.42
233,codrington,49,AU,1586616158,77,-38.27,141.97,51.42,13.09
234,terrace,5,CA,1586616166,47,54.52,-128.6,34.0,14.99
235,swinoujscie,100,PL,1586616166,35,53.91,14.25,59.0,6.93
236,biloela,76,AU,1586616167,41,-24.42,150.5,70.63,6.35
237,aklavik,40,CA,1586616111,84,68.22,-135.01,-2.2,2.24
238,pundaguitan,3,PH,1586616167,78,6.37,126.17,81.95,12.08
239,baikunthpur,20,IN,1586616167,17,23.25,82.55,82.65,6.69
240,vila franca do campo,75,PT,1586616168,87,42.03,-8.16,66.99,2.24
241,acapulco,20,MX,1586616168,78,16.86,-99.89,77.0,4.7
242,faanui,100,PF,1586616139,75,-16.48,-151.75,82.49,10.49
243,belozerskoye,46,RU,1586616168,78,55.82,65.58,43.36,7.47
244,port macquarie,77,CD,1586616012,55,-7.03,29.76,78.48,7.74
245,marzuq,3,YE,1586616168,35,14.4,46.47,79.66,14.97
246,awbari,0,LY,1586616169,11,26.59,12.78,87.62,8.95
247,patti,40,IN,1586616169,51,31.28,74.86,86.0,6.76
248,lahaina,1,US,1586616169,78,20.88,-156.68,71.6,5.82
249,sabha,0,LY,1586616170,14,27.04,14.43,83.55,2.48
250,makubetsu,8,JP,1586616170,92,45.37,141.82,29.82,3.22
251,helena,90,US,1586616170,92,46.59,-112.04,28.0,8.05
252,mys shmidta,68,RU,1586616170,91,62.06,48.62,29.3,0.69
253,ponta do sol,20,PT,1586616170,77,38.73,-28.27,64.4,5.82
254,hasaki,75,JP,1586615946,66,35.73,140.83,50.0,4.7
255,beyneu,30,KZ,1586616171,38,45.32,55.2,57.58,4.85
256,grindavik,75,IS,1586616135,81,63.84,-22.43,44.6,19.46
257,imperatriz,100,BR,1586616171,66,-5.53,-47.49,86.16,3.98
258,owando,85,CG,1586616171,52,-0.48,15.9,88.92,1.81
259,brae,97,GB,1586616172,93,60.4,-1.35,48.2,24.16
260,seremban,20,MY,1586616172,88,2.73,101.94,86.0,5.01
261,leningradskiy,100,RU,1586616144,82,69.38,178.42,6.91,5.39
262,lorengau,87,PG,1586615938,75,-2.02,147.27,82.02,2.44
263,huron,90,US,1586616173,52,41.15,-82.55,46.0,5.82
264,egvekinot,26,RU,1586616173,76,66.32,-179.17,6.26,3.65
265,vardo,97,NO,1586616151,90,70.37,31.11,29.89,13.24
266,byron bay,1,US,1586616049,56,44.03,-92.65,48.99,4.7
267,altayskoye,65,RU,1586616173,82,51.95,85.33,34.63,2.17
268,zhuhai,75,CN,1586615914,100,22.28,113.57,73.0,11.41
269,santa cruz del sur,6,PH,1586616174,77,17.49,120.43,77.76,1.97
270,suicheng,7,CN,1586616174,91,33.9,117.93,48.0,9.15
271,chara,98,RU,1586616174,59,56.91,118.26,34.48,1.88
272,victoria,40,HK,1586616056,100,22.29,114.16,73.0,9.17
273,sidney,0,AU,1586616001,41,-33.87,151.21,61.0,14.99
274,kamenka,100,RU,1586615944,89,51.32,42.77,37.99,11.72
275,flinders,2,AU,1586616175,44,-34.58,150.86,57.2,16.11
276,les escoumins,74,ES,1586616175,66,42.81,0.71,63.0,0.74
277,labis,100,MY,1586616175,90,2.38,103.02,76.42,2.8
278,jieshi,86,CN,1586616176,85,22.81,115.83,69.96,12.1
279,maceio,75,BR,1586616029,62,-9.67,-35.74,89.6,8.05
280,nome,1,US,1586616113,92,64.5,-165.41,23.0,9.17
281,nuuk,90,GL,1586616082,69,64.18,-51.72,37.4,3.36
282,kaohsiung,75,TW,1586616177,69,22.62,120.31,75.2,8.05
283,kokkola,9,FI,1586616177,38,63.84,23.13,39.2,6.93
284,olafsvik,12,IS,1586616115,78,64.89,-23.71,38.68,24.9
285,anori,96,BR,1586616177,73,-3.77,-61.64,84.65,1.83
286,olinda,40,BR,1586616177,66,-8.01,-34.86,89.6,6.93
287,adet,92,ET,1586616178,36,11.26,37.49,67.32,3.51
288,tromso,75,NO,1586616178,92,69.65,18.96,32.0,16.11
289,waynesboro,1,US,1586616178,45,38.07,-78.89,54.0,5.82
290,pangnirtung,75,CA,1586616115,66,66.15,-65.71,14.0,2.24
291,havre-saint-pierre,90,CA,1586616179,55,50.23,-63.6,35.6,14.99
292,comodoro rivadavia,15,BR,1586616179,52,-13.66,-59.79,83.17,1.68
293,camacha,40,PT,1586616179,63,33.08,-16.33,64.4,13.87
294,bengkulu,54,ID,1586616111,78,-3.8,102.27,80.37,4.59
295,sangmelima,91,CM,1586616179,58,2.93,11.98,72.66,7.54
296,kungurtug,94,RU,1586616180,53,50.6,97.52,37.22,1.92
297,pierre,90,US,1586616180,75,44.37,-100.35,42.01,5.82
298,tokur,0,RU,1586616180,81,53.13,132.9,27.3,1.45
299,chokurdakh,100,RU,1586616130,98,70.63,147.92,28.2,16.17
300,portland,75,US,1586615510,81,45.52,-122.68,48.2,1.52
301,mehamn,93,NO,1586616122,90,71.04,27.85,26.62,6.78
302,ocos,40,GT,1586616181,78,14.51,-92.19,82.4,2.24
303,tuktoyaktuk,40,CA,1586616108,76,69.45,-133.04,-9.4,6.93
304,tinskoy,0,RU,1586616182,86,56.15,96.92,31.32,2.95
305,khani,75,GE,1586616182,76,41.96,42.96,53.6,3.36
306,kualakapuas,90,ID,1586616182,100,-3.01,114.39,77.0,2.24
307,hambantota,9,LK,1586616182,77,6.12,81.12,83.19,14.05
308,komsomolskiy,90,UZ,1586616151,67,40.43,71.72,59.0,4.7
309,berlevag,97,NO,1586616131,89,70.86,29.09,27.63,10.6
310,kayunga,68,UG,1586616183,45,0.7,32.89,78.93,4.38
311,healdsburg,90,US,1586616120,93,38.61,-122.87,51.8,0.25
312,banepa,75,NP,1586616183,82,27.63,85.52,62.6,4.7
313,mutoko,88,ZW,1586616184,35,-17.4,32.23,74.88,5.99
314,canelones,20,UY,1586616146,68,-34.64,-56.29,70.0,9.17
315,sibolga,87,ID,1586616184,76,1.74,98.78,79.83,1.34
316,manta,75,EC,1586616184,78,-0.95,-80.73,80.6,5.82
317,witham,73,GB,1586616184,38,51.8,0.64,77.0,8.05
318,songjianghe,13,CN,1586616137,67,42.19,127.48,32.92,5.06
319,canilla,57,GT,1586616185,28,15.17,-90.85,83.39,1.92
320,florianopolis,0,BR,1586615891,60,-27.61,-48.5,78.01,3.36
321,constitucion,100,CL,1586616174,70,-35.33,-72.42,60.84,8.59
322,sault sainte marie,0,FR,1586616185,30,44.09,5.41,73.4,6.93
323,dakar,0,SN,1586615972,65,14.69,-17.44,86.0,6.93
324,severo-kurilsk,67,RU,1586615970,94,50.68,156.12,28.44,10.02
325,novotroitsk,75,RU,1586616186,57,51.2,58.33,50.0,11.18
326,suntar,65,RU,1586616186,92,62.14,117.63,31.8,6.96
327,visby,100,SE,1586616179,37,57.64,18.3,52.0,13.87
328,pinheiro,100,BR,1586616187,71,-2.52,-45.08,86.63,3.4
329,pacasmayo,100,PE,1586616187,68,-7.4,-79.57,77.58,9.71
330,namatanai,68,PG,1586616131,75,-3.67,152.43,82.09,4.21
331,deputatskiy,96,RU,1586616061,92,69.3,139.9,22.96,13.11
332,goderich,42,CA,1586616187,74,43.75,-81.72,41.0,11.01
333,nhulunbuy,40,AU,1586616188,88,-12.23,136.77,78.8,5.82
334,tura,31,IN,1586616121,36,25.52,90.22,76.46,2.42
335,carutapera,74,BR,1586616188,74,-1.2,-46.02,84.56,8.52
336,pec,40,XK,1586616188,22,42.66,20.29,68.0,5.82
337,port blair,77,CD,1586616120,55,-7.03,29.76,78.48,7.74
338,luebo,90,CD,1586616189,48,-5.35,21.42,87.22,4.59
339,mayo,1,US,1586616190,42,38.89,-76.51,53.01,13.87
340,zhigansk,100,RU,1586616190,95,66.77,123.37,32.0,12.93
341,coralville,1,US,1586616190,57,41.68,-91.58,55.0,8.05
342,erzin,20,TR,1586616191,30,36.96,36.2,71.6,14.99
343,kodinar,1,IN,1586616191,59,20.79,70.7,81.72,11.61
344,bam,100,IR,1586616191,16,29.11,58.36,81.81,15.26
345,cherskiy,100,RU,1586616192,96,68.75,161.3,13.42,10.58
346,tulsipur,36,NP,1586616192,29,28.13,82.3,71.8,6.35
347,moree,0,AU,1586616129,72,-29.47,149.85,60.8,13.87
348,vondrozo,18,MG,1586616193,88,-22.82,47.28,64.44,2.48
349,half moon bay,75,LR,1586616193,66,6.38,-10.7,89.6,6.93
350,kroya,66,ID,1586616194,82,-7.63,109.25,79.97,2.82
351,dire dawa,48,ML,1586616194,14,12.28,-10.97,109.22,2.82
352,whitehorse,5,CA,1586615850,65,60.72,-135.05,6.8,1.5
353,sardhana,0,IN,1586616195,18,29.15,77.62,85.32,7.2
354,gisborne,11,NZ,1586616195,91,-38.65,178.0,51.01,3.0
355,nishihara,90,JP,1586616196,88,26.18,127.76,68.0,4.7
356,kodiak,90,US,1586616109,80,57.79,-152.41,39.2,14.99
357,san francisco,61,ML,1586616196,17,13.3,-4.9,102.47,5.66
358,palmer,40,US,1586616122,38,42.16,-72.33,46.4,19.46
359,joshimath,5,IN,1586616197,19,30.57,79.57,51.71,7.18
360,pechora,99,RU,1586616197,95,65.15,57.22,22.98,0.96
361,shimoda,100,JP,1586616197,87,34.67,138.95,53.01,2.19
362,madaoua,51,NE,1586616198,7,14.07,5.96,104.52,14.5
363,praya,20,CV,1586616198,48,14.92,-23.51,84.2,17.22
364,roma,40,US,1586616127,60,43.21,-75.46,39.2,14.99
365,talaya,100,RU,1586616198,88,61.38,152.75,13.3,2.35
366,kahului,1,US,1586616162,78,20.89,-156.47,71.6,5.82
367,nybro,100,SE,1586616041,62,56.74,15.91,55.0,16.11
368,beloha,87,MG,1586616114,76,-25.17,45.05,75.22,15.48
369,vwawa,45,TZ,1586616199,58,-9.12,32.93,69.37,2.93
370,kloulklubed,75,PW,1586616182,88,7.04,134.26,78.8,3.36
371,kyabram,4,AU,1586616199,72,-36.32,145.05,53.01,8.63
372,mwinilunga,83,ZM,1586616200,51,-11.74,24.43,72.82,4.92
373,thetford mines,1,GB,1586616200,31,52.42,0.75,75.2,8.05
374,ouro branco,0,BR,1586616200,34,-27.34,-51.61,75.06,2.77
375,namibe,7,AO,1586616155,60,-15.2,12.15,80.22,9.62
376,yumen,63,CN,1586616201,17,40.28,97.2,50.68,12.28
377,paracuru,75,BR,1586616201,66,-3.41,-39.03,87.8,12.75
378,otane,0,NZ,1586616201,93,-39.88,176.63,43.0,3.29
379,hervey bay,1,US,1586616201,62,33.5,-93.78,55.99,4.7
380,sakakah,75,SA,1586616202,21,29.97,40.21,71.6,17.22
381,harper,78,LR,1586616202,69,4.38,-7.72,85.48,5.86
382,hamilton,90,US,1586615969,65,39.18,-84.53,51.01,5.82
383,bonito,0,BR,1586616202,38,-21.12,-56.48,83.43,1.95
384,torbay,90,CA,1586616163,90,47.67,-52.73,44.01,19.46
385,coquimbo,100,CL,1586616203,59,-29.95,-71.34,64.4,2.24
386,riyadh,75,SA,1586616013,13,24.69,46.72,91.4,6.93
387,marapanim,57,BR,1586616203,83,-0.72,-47.7,82.89,8.72
388,warud,1,IN,1586616204,13,21.47,78.27,92.57,2.1
